country,iso3,observation_year,report_vintage,ecommerce_gmv,online_media_gmv,online_travel_gmv,overall_digital_economy_gmv,transport_and_food_gmv,ecommerce_share_of_digital_pct,reported_component_sum_usd_billion,component_rounding_residual_usd_billion,selection_rule,analytical_role,gdp_current_usd,household_consumption_current_usd,internet_users_pct,population,ecommerce_gmv_pct_of_gdp,ecommerce_gmv_pct_of_household_consumption,ecommerce_gmv_per_capita_usd,ratio_warning
Malaysia,MYS,2022,2024,13.0,3.0,3.0,22.0,3.0,59.09090909090909,22.0,0.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,407830525989.553,234948922036.338,97.3986404,34695493.0,3.1875985664528232,5.533117533516232,374.6884357573475,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Malaysia,MYS,2023,2025,13.0,3.0,6.0,26.0,3.0,50.0,25.0,1.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,399949418752.657,241825507173.033,97.69272633,35126298.0,3.2504110246100058,5.375777002174602,370.09308524342646,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Malaysia,MYS,2024,2025,17.0,3.0,9.0,33.0,4.0,51.515151515151516,33.0,0.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,422227005428.688,256552030754.117,98.0206059,35557673.0,4.026270177280551,6.626336166597346,478.0965278577144,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Malaysia,MYS,2025,2025,20.0,4.0,10.0,39.0,4.0,51.282051282051285,38.0,1.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,472193128644.597,291011520801.863,,35977838.0,4.235555069894566,6.872580145587132,555.8977724008874,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Philippines,PHL,2019,2022,3.0,2.0,2.0,8.0,1.0,37.5,8.0,0.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,376823402239.136,275858995374.199,43.0266118680279,110804683.0,0.7961288980922074,1.0875121168082778,27.074667954241608,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Philippines,PHL,2020,2021,5.0,2.1,0.5,9.0,1.0,55.55555555555556,8.6,0.40000000000000036,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,361751145451.597,271563141259.037,53.76490021,112081264.0,1.3821656303971566,1.8411924301724845,44.61048904659034,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Philippines,PHL,2021,2023,12.0,3.0,0.5,17.0,2.0,70.58823529411765,17.5,-0.5,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,394087359848.11,296592543563.141,66.90779877,113100950.0,3.0450101227872586,4.045954714787138,106.0999045542942,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Philippines,PHL,2022,2024,15.0,3.0,1.0,22.0,2.0,68.18181818181819,21.0,1.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,404353369604.631,307006689363.257,75.21114422,113964338.0,3.7096265612097445,4.88588702451746,131.6201213751621,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Philippines,PHL,2023,2025,17.0,3.0,3.0,26.0,2.0,65.38461538461539,25.0,1.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,437055627245.138,334429914559.98,77.86699677,114891199.0,3.8896650541156292,5.083277320561302,147.96607701865832,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Philippines,PHL,2024,2025,20.0,4.0,4.0,31.0,3.0,64.51612903225806,31.0,0.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,461671157904.74,351556524153.107,67.26300914,115843670.0,4.3320878199904245,5.688985590063965,172.64646398029345,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Philippines,PHL,2025,2025,24.0,5.0,4.0,36.0,4.0,66.66666666666667,37.0,-1.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,487086123720.417,372178564180.864,,116786962.0,4.927260053455306,6.448517542331361,205.50239161114578,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Singapore,SGP,2019,2022,2.0,1.6,6.0,12.0,3.0,16.666666666666668,12.6,-0.5999999999999996,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,376827390962.044,135075262542.902,88.9492526850762,5703569.0,0.530746980704874,1.4806560152824202,350.6576320896618,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Singapore,SGP,2020,2021,4.9,1.6,1.8,11.0,2.5,44.545454545454554,10.8,0.1999999999999993,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,351226533656.292,112910312217.791,92.00434653,5685807.0,1.395110998303764,4.339727615444429,861.794992337939,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Singapore,SGP,2021,2023,8.0,2.0,2.0,15.0,3.0,53.333333333333336,15.0,0.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,441110903524.645,126952778710.263,96.92468156,5453566.0,1.8136028685931218,6.301555650276815,1466.93007841108,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Singapore,SGP,2022,2024,8.0,3.0,5.0,20.0,4.0,40.0,20.0,0.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,514252535238.749,144500376087.917,95.95386476,5637022.0,1.5556559184070695,5.536317770642089,1419.189068270445,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Singapore,SGP,2023,2025,8.0,3.0,10.0,25.0,5.0,32.0,26.0,-1.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,511181761243.76,161089302909.589,94.28518987,5917648.0,1.5650010635229126,4.966189470997948,1351.8884529799677,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Singapore,SGP,2024,2025,8.0,3.0,11.0,27.0,5.0,29.62962962962963,27.0,0.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,572877260178.427,175783265343.694,94.37757178,6036860.0,1.3964596879806923,4.551058932918491,1325.192235698691,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Singapore,SGP,2025,2025,9.0,3.0,11.0,29.0,6.0,31.03448275862069,29.0,0.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,603869516998.738,187736280546.101,,6111175.0,1.4903881959020642,4.7939588308770915,1472.7118761940217,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Thailand,THA,2019,2022,5.0,3.0,7.0,16.0,1.0,31.25,16.0,0.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,543976691793.886,270757912864.522,66.6524194587528,71522271.0,0.9191570292306773,1.8466680981182733,69.90829471843813,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Thailand,THA,2020,2021,12.0,3.4,2.6,20.0,1.5,60.0,19.5,0.5,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,500274927778.532,265483025913.896,77.84374066,71641484.0,2.398681071883001,4.520062990351765,167.50071788016004,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Thailand,THA,2021,2023,21.0,5.0,2.0,30.0,3.0,70.0,31.0,-1.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,506049783824.94,264434481270.702,85.26956666,71727332.0,4.149789343110286,7.9414756725702,292.7754234606133,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Thailand,THA,2022,2024,20.0,5.0,3.0,31.0,3.0,64.51612903225806,31.0,0.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,495691837308.033,270572239802.518,87.97724503,71735329.0,4.034764846767406,7.391741301545701,278.80265245594677,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Thailand,THA,2023,2025,22.0,6.0,8.0,38.0,3.0,57.89473684210526,39.0,-1.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,517013369475.121,295970808043.138,89.53525238,71702435.0,4.255209110421013,7.433165502184757,306.82361066259466,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Thailand,THA,2024,2025,27.0,6.0,11.0,49.0,4.0,55.10204081632653,48.0,1.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,529385520941.539,306165961598.976,90.86718789,71668011.0,5.100252827462891,8.818746492585381,376.73711915906244,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Thailand,THA,2025,2025,33.0,7.0,11.0,56.0,5.0,58.92857142857143,56.0,0.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,577009981112.015,337319874345.285,,71619863.0,5.719138503705312,9.782999019565855,460.7660307867386,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Vietnam,VNM,2019,2022,5.0,3.0,5.0,13.0,1.0,38.46153846153846,14.0,-1.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,334365270496.667,190013330350.512,68.6615802057338,97173776.0,1.4953706144699142,2.63139432942765,51.45421126786305,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Vietnam,VNM,2020,2021,8.0,3.0,2.5,16.0,1.8,50.0,15.3,0.6999999999999993,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,346615738537.796,193990716426.122,70.30000012,98079191.0,2.308031376113539,4.123908683561495,81.56674130805177,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Vietnam,VNM,2021,2023,11.0,4.0,1.0,18.0,2.0,61.111111111111114,18.0,0.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,366474752771.009,203463215115.648,74.20999985,98935098.0,3.0015710268787132,5.406382669097028,111.18400064656528,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Vietnam,VNM,2022,2024,15.0,5.0,3.0,25.0,3.0,60.0,26.0,-1.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,413445230668.578,226068833757.588,78.58999918,99680655.0,3.6280500746722013,6.635147247269118,150.48055211916494,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Vietnam,VNM,2023,2025,19.0,5.0,3.0,30.0,3.0,63.333333333333336,30.0,0.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,433805036898.465,234323207726.677,78.08,100352192.0,4.379847715886959,8.108458476790007,189.3331836737557,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Vietnam,VNM,2024,2025,21.0,5.0,3.0,34.0,4.0,61.76470588235294,33.0,1.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,476324572783.807,255106205920.207,84.15,100987686.0,4.408758481064429,8.231865596624667,207.94614503792076,"GMV intensity only; not value added, GDP contribution, income, or tax base"
Vietnam,VNM,2025,2025,25.0,6.0,4.0,39.0,5.0,64.1025641025641,40.0,-1.0,latest available publication vintage for the country-year,ASEAN corroboration; country retained as separate unit,514697215165.065,273878118593.295,,101598527.0,4.8572246484726795,9.128147998243202,246.06655960671557,"GMV intensity only; not value added, GDP contribution, income, or tax base"
