country,observation_year,metric,publication_vintages,earliest_value,latest_value,min_value,max_value,earliest_vintage,latest_vintage,latest_minus_earliest_usd_billion,latest_minus_earliest_pct,revision_interpretation
Indonesia,2019,ecommerce_gmv,2,21.0,25.0,21.0,25.0,2021,2022,4.0,19.047619047619047,publication-vintage change; not economic growth
Singapore,2019,transport_and_food_gmv,2,2.9,3.0,2.9,3.0,2021,2022,0.10000000000000009,3.4482758620689724,publication-vintage change; not economic growth
Singapore,2020,ecommerce_gmv,1,4.9,4.9,4.9,4.9,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Singapore,2020,online_media_gmv,1,1.6,1.6,1.6,1.6,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Singapore,2020,online_travel_gmv,1,1.8,1.8,1.8,1.8,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Singapore,2020,overall_digital_economy_gmv,1,11.0,11.0,11.0,11.0,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Singapore,2020,transport_and_food_gmv,1,2.5,2.5,2.5,2.5,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Singapore,2021,ecommerce_gmv,3,7.1,8.0,7.1,8.0,2021,2023,0.9000000000000004,12.676056338028175,publication-vintage change; not economic growth
Singapore,2021,online_media_gmv,3,1.9,2.0,1.9,2.1,2021,2023,0.10000000000000009,5.263157894736836,publication-vintage change; not economic growth
Singapore,2021,online_travel_gmv,3,2.3,2.0,2.0,2.3,2021,2023,-0.2999999999999998,-13.043478260869556,publication-vintage change; not economic growth
Singapore,2021,overall_digital_economy_gmv,3,15.0,15.0,15.0,15.0,2021,2023,0.0,0.0,publication-vintage change; not economic growth
Singapore,2021,transport_and_food_gmv,3,3.4,3.0,3.0,3.4,2021,2023,-0.3999999999999999,-11.764705882352944,publication-vintage change; not economic growth
Singapore,2022,ecommerce_gmv,3,8.2,8.0,8.0,8.2,2022,2024,-0.1999999999999993,-2.4390243902438935,publication-vintage change; not economic growth
Singapore,2022,online_media_gmv,3,2.3,3.0,2.0,3.0,2022,2024,0.7000000000000002,30.434782608695656,publication-vintage change; not economic growth
Singapore,2022,online_travel_gmv,3,4.0,5.0,4.0,5.0,2022,2024,1.0,25.0,publication-vintage change; not economic growth
Singapore,2022,overall_digital_economy_gmv,3,18.0,20.0,18.0,20.0,2022,2024,2.0,11.111111111111116,publication-vintage change; not economic growth
Singapore,2022,transport_and_food_gmv,3,3.9,4.0,3.9,4.0,2022,2024,0.10000000000000009,2.564102564102577,publication-vintage change; not economic growth
Singapore,2023,ecommerce_gmv,3,8.0,8.0,8.0,8.0,2023,2025,0.0,0.0,publication-vintage change; not economic growth
Singapore,2023,online_media_gmv,3,3.0,3.0,3.0,3.0,2023,2025,0.0,0.0,publication-vintage change; not economic growth
Singapore,2023,online_travel_gmv,3,7.0,10.0,7.0,10.0,2023,2025,3.0,42.85714285714286,publication-vintage change; not economic growth
Singapore,2023,overall_digital_economy_gmv,3,22.0,25.0,22.0,26.0,2023,2025,3.0,13.636363636363647,publication-vintage change; not economic growth
Singapore,2023,transport_and_food_gmv,3,5.0,5.0,5.0,5.0,2023,2025,0.0,0.0,publication-vintage change; not economic growth
Singapore,2024,ecommerce_gmv,2,9.0,8.0,8.0,9.0,2024,2025,-1.0,-11.111111111111116,publication-vintage change; not economic growth
Singapore,2024,online_media_gmv,2,3.0,3.0,3.0,3.0,2024,2025,0.0,0.0,publication-vintage change; not economic growth
Singapore,2024,online_travel_gmv,2,12.0,11.0,11.0,12.0,2024,2025,-1.0,-8.333333333333337,publication-vintage change; not economic growth
Singapore,2024,overall_digital_economy_gmv,2,29.0,27.0,27.0,29.0,2024,2025,-2.0,-6.896551724137934,publication-vintage change; not economic growth
Singapore,2024,transport_and_food_gmv,2,5.0,5.0,5.0,5.0,2024,2025,0.0,0.0,publication-vintage change; not economic growth
Singapore,2025,ecommerce_gmv,1,9.0,9.0,9.0,9.0,2025,2025,0.0,0.0,publication-vintage change; not economic growth
Singapore,2025,online_media_gmv,1,3.0,3.0,3.0,3.0,2025,2025,0.0,0.0,publication-vintage change; not economic growth
Singapore,2025,online_travel_gmv,1,11.0,11.0,11.0,11.0,2025,2025,0.0,0.0,publication-vintage change; not economic growth
Singapore,2025,overall_digital_economy_gmv,1,29.0,29.0,29.0,29.0,2025,2025,0.0,0.0,publication-vintage change; not economic growth
Singapore,2025,transport_and_food_gmv,1,6.0,6.0,6.0,6.0,2025,2025,0.0,0.0,publication-vintage change; not economic growth
Thailand,2019,ecommerce_gmv,2,5.0,5.0,5.0,5.0,2021,2022,0.0,0.0,publication-vintage change; not economic growth
Thailand,2019,online_media_gmv,2,3.0,3.0,3.0,3.0,2021,2022,0.0,0.0,publication-vintage change; not economic growth
Thailand,2019,online_travel_gmv,2,7.2,7.0,7.0,7.2,2021,2022,-0.20000000000000018,-2.777777777777779,publication-vintage change; not economic growth
Thailand,2019,overall_digital_economy_gmv,2,16.0,16.0,16.0,16.0,2021,2022,0.0,0.0,publication-vintage change; not economic growth
Thailand,2019,transport_and_food_gmv,2,1.3,1.0,1.0,1.3,2021,2022,-0.30000000000000004,-23.076923076923084,publication-vintage change; not economic growth
Thailand,2020,ecommerce_gmv,1,12.0,12.0,12.0,12.0,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Thailand,2020,online_media_gmv,1,3.4,3.4,3.4,3.4,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Thailand,2020,online_travel_gmv,1,2.6,2.6,2.6,2.6,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Thailand,2020,overall_digital_economy_gmv,1,20.0,20.0,20.0,20.0,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Thailand,2020,transport_and_food_gmv,1,1.5,1.5,1.5,1.5,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Thailand,2021,ecommerce_gmv,3,21.0,21.0,21.0,21.0,2021,2023,0.0,0.0,publication-vintage change; not economic growth
Thailand,2021,online_media_gmv,3,4.5,5.0,4.5,5.0,2021,2023,0.5,11.111111111111116,publication-vintage change; not economic growth
Thailand,2021,online_travel_gmv,3,2.8,2.0,2.0,2.8,2021,2023,-0.7999999999999998,-28.57142857142857,publication-vintage change; not economic growth
Thailand,2021,overall_digital_economy_gmv,3,30.0,30.0,30.0,30.0,2021,2023,0.0,0.0,publication-vintage change; not economic growth
Thailand,2021,transport_and_food_gmv,3,2.0,3.0,2.0,3.0,2021,2023,1.0,50.0,publication-vintage change; not economic growth
Thailand,2022,ecommerce_gmv,3,22.0,20.0,20.0,22.0,2022,2024,-2.0,-9.090909090909093,publication-vintage change; not economic growth
Thailand,2022,online_media_gmv,3,5.1,5.0,5.0,5.1,2022,2024,-0.09999999999999964,-1.9607843137254832,publication-vintage change; not economic growth
Thailand,2022,online_travel_gmv,3,5.0,3.0,3.0,5.0,2022,2024,-2.0,-40.0,publication-vintage change; not economic growth
Thailand,2022,overall_digital_economy_gmv,3,35.0,31.0,31.0,35.0,2022,2024,-4.0,-11.428571428571432,publication-vintage change; not economic growth
Thailand,2022,transport_and_food_gmv,3,3.0,3.0,3.0,3.0,2022,2024,0.0,0.0,publication-vintage change; not economic growth
Thailand,2023,ecommerce_gmv,3,22.0,22.0,22.0,22.0,2023,2025,0.0,0.0,publication-vintage change; not economic growth
Thailand,2023,online_media_gmv,3,5.0,6.0,5.0,6.0,2023,2025,1.0,19.999999999999996,publication-vintage change; not economic growth
Thailand,2023,online_travel_gmv,3,5.0,8.0,5.0,8.0,2023,2025,3.0,60.00000000000001,publication-vintage change; not economic growth
Thailand,2023,overall_digital_economy_gmv,3,36.0,38.0,36.0,39.0,2023,2025,2.0,5.555555555555558,publication-vintage change; not economic growth
Thailand,2023,transport_and_food_gmv,3,3.0,3.0,3.0,4.0,2023,2025,0.0,0.0,publication-vintage change; not economic growth
Thailand,2024,ecommerce_gmv,2,26.0,27.0,26.0,27.0,2024,2025,1.0,3.8461538461538547,publication-vintage change; not economic growth
Thailand,2024,online_media_gmv,2,6.0,6.0,6.0,6.0,2024,2025,0.0,0.0,publication-vintage change; not economic growth
Thailand,2024,online_travel_gmv,2,10.0,11.0,10.0,11.0,2024,2025,1.0,10.000000000000009,publication-vintage change; not economic growth
Thailand,2024,overall_digital_economy_gmv,2,46.0,49.0,46.0,49.0,2024,2025,3.0,6.521739130434789,publication-vintage change; not economic growth
Thailand,2024,transport_and_food_gmv,2,4.0,4.0,4.0,4.0,2024,2025,0.0,0.0,publication-vintage change; not economic growth
Thailand,2025,ecommerce_gmv,1,33.0,33.0,33.0,33.0,2025,2025,0.0,0.0,publication-vintage change; not economic growth
Thailand,2025,online_media_gmv,1,7.0,7.0,7.0,7.0,2025,2025,0.0,0.0,publication-vintage change; not economic growth
Thailand,2025,online_travel_gmv,1,11.0,11.0,11.0,11.0,2025,2025,0.0,0.0,publication-vintage change; not economic growth
Thailand,2025,overall_digital_economy_gmv,1,56.0,56.0,56.0,56.0,2025,2025,0.0,0.0,publication-vintage change; not economic growth
Thailand,2025,transport_and_food_gmv,1,5.0,5.0,5.0,5.0,2025,2025,0.0,0.0,publication-vintage change; not economic growth
Vietnam,2019,ecommerce_gmv,2,5.0,5.0,5.0,5.0,2021,2022,0.0,0.0,publication-vintage change; not economic growth
Vietnam,2019,online_media_gmv,2,2.8,3.0,2.8,3.0,2021,2022,0.20000000000000018,7.14285714285714,publication-vintage change; not economic growth
Vietnam,2019,online_travel_gmv,2,4.0,5.0,4.0,5.0,2021,2022,1.0,25.0,publication-vintage change; not economic growth
Vietnam,2019,overall_digital_economy_gmv,2,12.0,13.0,12.0,13.0,2021,2022,1.0,8.333333333333325,publication-vintage change; not economic growth
Vietnam,2019,transport_and_food_gmv,2,1.1,1.0,1.0,1.1,2021,2022,-0.10000000000000009,-9.090909090909093,publication-vintage change; not economic growth
Vietnam,2020,ecommerce_gmv,1,8.0,8.0,8.0,8.0,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Vietnam,2020,online_media_gmv,1,3.0,3.0,3.0,3.0,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Vietnam,2020,online_travel_gmv,1,2.5,2.5,2.5,2.5,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Vietnam,2020,overall_digital_economy_gmv,1,16.0,16.0,16.0,16.0,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Vietnam,2020,transport_and_food_gmv,1,1.8,1.8,1.8,1.8,2021,2021,0.0,0.0,publication-vintage change; not economic growth
Vietnam,2021,ecommerce_gmv,3,13.0,11.0,11.0,13.0,2021,2023,-2.0,-15.384615384615385,publication-vintage change; not economic growth
Vietnam,2021,online_media_gmv,3,3.9,4.0,3.9,4.0,2021,2023,0.10000000000000009,2.564102564102577,publication-vintage change; not economic growth
Vietnam,2021,online_travel_gmv,3,1.4,1.0,1.0,1.4,2021,2023,-0.3999999999999999,-28.57142857142857,publication-vintage change; not economic growth
Vietnam,2021,overall_digital_economy_gmv,3,21.0,18.0,18.0,21.0,2021,2023,-3.0,-14.28571428571429,publication-vintage change; not economic growth
Vietnam,2021,transport_and_food_gmv,3,2.4,2.0,2.0,2.4,2021,2023,-0.3999999999999999,-16.666666666666664,publication-vintage change; not economic growth
Vietnam,2022,ecommerce_gmv,3,14.0,15.0,14.0,15.0,2022,2024,1.0,7.14285714285714,publication-vintage change; not economic growth
Vietnam,2022,online_media_gmv,3,4.3,5.0,4.3,5.0,2022,2024,0.7000000000000002,16.279069767441868,publication-vintage change; not economic growth
Vietnam,2022,online_travel_gmv,3,2.0,3.0,2.0,3.0,2022,2024,1.0,50.0,publication-vintage change; not economic growth
Vietnam,2022,overall_digital_economy_gmv,3,23.0,25.0,23.0,25.0,2022,2024,2.0,8.695652173913038,publication-vintage change; not economic growth
Vietnam,2022,transport_and_food_gmv,3,3.0,3.0,3.0,3.0,2022,2024,0.0,0.0,publication-vintage change; not economic growth
Vietnam,2023,ecommerce_gmv,3,16.0,19.0,16.0,19.0,2023,2025,3.0,18.75,publication-vintage change; not economic growth
Vietnam,2023,online_media_gmv,3,5.0,5.0,5.0,5.0,2023,2025,0.0,0.0,publication-vintage change; not economic growth
Vietnam,2023,online_travel_gmv,3,5.0,3.0,3.0,5.0,2023,2025,-2.0,-40.0,publication-vintage change; not economic growth
Vietnam,2023,overall_digital_economy_gmv,3,30.0,30.0,30.0,31.0,2023,2025,0.0,0.0,publication-vintage change; not economic growth
Vietnam,2023,transport_and_food_gmv,3,3.0,3.0,3.0,3.0,2023,2025,0.0,0.0,publication-vintage change; not economic growth
Vietnam,2024,ecommerce_gmv,2,22.0,21.0,21.0,22.0,2024,2025,-1.0,-4.545454545454541,publication-vintage change; not economic growth
Vietnam,2024,online_media_gmv,2,6.0,5.0,5.0,6.0,2024,2025,-1.0,-16.666666666666664,publication-vintage change; not economic growth
