date,ticker,close_adj,return,volume,market_cap_usd_m
2022-12-27,GOTO.JK,91.0,,2664999700,
2022-12-28,GOTO.JK,91.0,,1870751400,
2022-12-29,GOTO.JK,97.0,,4103905500,
2022-12-30,GOTO.JK,91.0,,2801920800,
2023-01-02,GOTO.JK,93.0,,897258100,
2023-01-03,GOTO.JK,95.0,,2761729900,
2023-01-04,GOTO.JK,96.0,,1816437300,
2023-01-05,GOTO.JK,92.0,,1795026400,
2023-01-06,GOTO.JK,95.0,,802624500,
2023-01-09,GOTO.JK,93.0,,1911356800,
2023-01-10,GOTO.JK,95.0,,1876902000,
2023-01-11,GOTO.JK,94.0,,632614500,
2023-01-12,GOTO.JK,97.0,,2508642100,
2023-01-13,GOTO.JK,105.0,,6370530700,
2023-01-16,GOTO.JK,107.0,,3602544900,
2023-01-17,GOTO.JK,114.0,,7642543700,
2023-01-18,GOTO.JK,114.0,,4022915200,
2023-01-19,GOTO.JK,115.0,,2689869700,
2023-01-20,GOTO.JK,114.0,,4169642200,
2023-01-24,GOTO.JK,119.0,,6586988600,
2023-01-25,GOTO.JK,117.0,,5141106500,
2023-01-26,GOTO.JK,115.0,,2412800600,
2023-01-27,GOTO.JK,117.0,,2461734200,
2023-01-30,GOTO.JK,113.0,,1662060700,
2023-01-31,GOTO.JK,112.0,,2929808600,
2023-02-01,GOTO.JK,113.0,,1700371800,
2023-02-02,GOTO.JK,124.0,,6121060400,
2023-02-03,GOTO.JK,124.0,,4983617500,
2023-02-06,GOTO.JK,120.0,,1838131300,
2023-02-07,GOTO.JK,123.0,,3152141000,
2023-02-08,GOTO.JK,120.0,,2752037500,
2023-02-09,GOTO.JK,112.0,,4732017300,
2023-02-10,GOTO.JK,105.0,,803642100,
2023-02-13,GOTO.JK,116.0,,10381585300,
2023-02-14,GOTO.JK,119.0,,3119397900,
2023-02-15,GOTO.JK,118.0,,2267807300,
2023-02-16,GOTO.JK,121.0,,3464330000,
2023-02-17,GOTO.JK,125.0,,7262941800,
2023-02-20,GOTO.JK,122.0,,6521473000,
2023-02-21,GOTO.JK,121.0,,2981870500,
2023-02-22,GOTO.JK,116.0,,4225445100,
2023-02-23,GOTO.JK,116.0,,1792359400,
2023-02-24,GOTO.JK,120.0,,2348456200,
2023-02-27,GOTO.JK,118.0,,2277082600,
2023-02-28,GOTO.JK,118.0,,3160179500,
2023-03-01,GOTO.JK,122.0,,3981849100,
2023-03-02,GOTO.JK,121.0,,2721105200,
2023-03-03,GOTO.JK,124.0,,2184394100,
2023-03-06,GOTO.JK,128.0,,3551983600,
2023-03-07,GOTO.JK,129.0,,3779176100,
2023-03-08,GOTO.JK,130.0,,4196129100,
2023-03-09,GOTO.JK,129.0,,1922759300,
2023-03-10,GOTO.JK,125.0,,2283679700,
2023-03-13,GOTO.JK,126.0,,4384992200,
2023-03-14,GOTO.JK,121.0,,3851197200,
2023-03-15,GOTO.JK,121.0,,3063900200,
2023-03-16,GOTO.JK,117.0,,2961356000,
2023-03-17,GOTO.JK,116.0,,58034016600,
2023-03-20,GOTO.JK,108.0,,2667209800,
2023-03-21,GOTO.JK,110.0,,4671194300,
2023-03-24,GOTO.JK,115.0,,3269322300,
2023-03-27,GOTO.JK,115.0,,1562022400,
2023-03-28,GOTO.JK,118.0,,1526839400,
2023-03-29,GOTO.JK,116.0,,2192202900,
2023-03-30,GOTO.JK,112.0,,2525410300,
2023-03-31,GOTO.JK,109.0,,3043461400,
2023-04-03,GOTO.JK,110.0,,2344341500,
2023-04-04,GOTO.JK,110.0,,1524521400,
2023-04-05,GOTO.JK,107.0,,1998405100,
2023-04-06,GOTO.JK,101.0,,7189254300,
2023-04-10,GOTO.JK,94.0,,3935236200,
2023-04-11,GOTO.JK,99.0,,5972809700,
2023-04-12,GOTO.JK,93.0,,4216335000,
2023-04-13,GOTO.JK,91.0,,5114014300,
2023-04-14,GOTO.JK,92.0,,3840963100,
2023-04-17,GOTO.JK,92.0,,1182628900,
2023-04-18,GOTO.JK,95.0,,956749500,
2023-04-26,GOTO.JK,95.0,,1838524300,
2023-04-27,GOTO.JK,99.0,,5844603100,
2023-04-28,GOTO.JK,104.0,,2867792700,
2023-05-02,GOTO.JK,103.0,,1548215600,
2023-05-03,GOTO.JK,100.0,,1867045500,
2023-05-04,GOTO.JK,109.0,,3535125100,
2023-05-05,GOTO.JK,106.0,,3105323400,
2023-05-08,GOTO.JK,106.0,,4112031600,
2023-05-09,GOTO.JK,109.0,,4161078000,
2023-05-10,GOTO.JK,118.0,,5983231300,
2023-05-11,GOTO.JK,116.0,,5732919300,
2023-05-12,GOTO.JK,116.0,,7321741000,
2023-05-15,GOTO.JK,117.0,,3716716500,
2023-05-16,GOTO.JK,118.0,,3021416700,
2023-05-17,GOTO.JK,113.0,,5592195100,
2023-05-19,GOTO.JK,115.0,,4214466700,
2023-05-22,GOTO.JK,114.0,,4221737600,
2023-05-23,GOTO.JK,115.0,,4251378800,
2023-05-24,GOTO.JK,114.0,,3619630900,
2023-05-25,GOTO.JK,111.0,,4305481100,
2023-05-26,GOTO.JK,104.0,,3861463800,
2023-05-29,GOTO.JK,108.0,,4966821400,
2023-05-30,GOTO.JK,109.0,,5728320300,
2023-05-31,GOTO.JK,147.0,,66010808800,
2023-06-05,GOTO.JK,125.0,,3172186900,
2023-06-06,GOTO.JK,119.0,,10141976800,
2023-06-07,GOTO.JK,116.0,,3915981300,
2023-06-08,GOTO.JK,125.0,,5204715100,
2023-06-09,GOTO.JK,127.0,,7172535400,
2023-06-12,GOTO.JK,124.0,,3813070300,
2023-06-13,GOTO.JK,121.0,,4021624800,
2023-06-14,GOTO.JK,116.0,,3500010200,
2023-06-15,GOTO.JK,116.0,,3125574800,
2023-06-16,GOTO.JK,117.0,,4424854900,
2023-06-19,GOTO.JK,117.0,,2266856900,
2023-06-20,GOTO.JK,118.0,,1709433100,
2023-06-21,GOTO.JK,118.0,,1370208100,
2023-06-22,GOTO.JK,115.0,,2221730900,
2023-06-23,GOTO.JK,113.0,,1320419500,
2023-06-26,GOTO.JK,114.0,,2611487000,
2023-06-27,GOTO.JK,110.0,,3939117000,
2023-07-03,GOTO.JK,112.0,,1637549900,
2023-07-04,GOTO.JK,109.0,,1577276000,
2023-07-05,GOTO.JK,109.0,,1323145400,
2023-07-06,GOTO.JK,112.0,,1816152500,
2023-07-07,GOTO.JK,108.0,,1548015500,
2023-07-10,GOTO.JK,108.0,,906201900,
2023-07-11,GOTO.JK,106.0,,2241201500,
2023-07-12,GOTO.JK,108.0,,1657452800,
2023-07-13,GOTO.JK,109.0,,2486433600,
2023-07-14,GOTO.JK,113.0,,2787282700,
2023-07-17,GOTO.JK,118.0,,5259739000,
2023-07-18,GOTO.JK,115.0,,3676308800,
2023-07-20,GOTO.JK,114.0,,1291403400,
2023-07-21,GOTO.JK,113.0,,1724153900,
2023-07-24,GOTO.JK,111.0,,2390622100,
2023-07-25,GOTO.JK,114.0,,2132764100,
2023-07-26,GOTO.JK,113.0,,1549526400,
2023-07-27,GOTO.JK,111.0,,1293790200,
2023-07-28,GOTO.JK,111.0,,1045859700,
2023-07-31,GOTO.JK,113.0,,2236846500,
2023-08-01,GOTO.JK,112.0,,1685088000,
2023-08-02,GOTO.JK,109.0,,2203219400,
2023-08-03,GOTO.JK,109.0,,1560053200,
2023-08-04,GOTO.JK,108.0,,1223271700,
2023-08-07,GOTO.JK,109.0,,1725214800,
2023-08-08,GOTO.JK,104.0,,3338224900,
2023-08-09,GOTO.JK,93.0,,8576395700,
2023-08-10,GOTO.JK,94.0,,4564040400,
2023-08-11,GOTO.JK,91.0,,3487818100,
2023-08-14,GOTO.JK,91.0,,1782689300,
2023-08-15,GOTO.JK,97.0,,3623598700,
2023-08-16,GOTO.JK,93.0,,2982317700,
2023-08-18,GOTO.JK,92.0,,2036158900,
2023-08-21,GOTO.JK,88.0,,3285717900,
2023-08-22,GOTO.JK,88.0,,1829490700,
2023-08-23,GOTO.JK,86.0,,2971228900,
2023-08-24,GOTO.JK,85.0,,2139426800,
2023-08-25,GOTO.JK,84.0,,1891515700,
2023-08-28,GOTO.JK,85.0,,1258556100,
2023-08-29,GOTO.JK,91.0,,5895349700,
2023-08-30,GOTO.JK,91.0,,1791810200,
2023-08-31,GOTO.JK,96.0,,7823385500,
2023-09-01,GOTO.JK,95.0,,1217262200,
2023-09-04,GOTO.JK,93.0,,781467500,
2023-09-05,GOTO.JK,90.0,,1187086600,
2023-09-06,GOTO.JK,91.0,,1162712100,
2023-09-07,GOTO.JK,94.0,,5148035100,
2023-09-08,GOTO.JK,93.0,,1383698800,
2023-09-11,GOTO.JK,89.0,,3471215900,
2023-09-12,GOTO.JK,88.0,,1606448800,
2023-09-13,GOTO.JK,87.0,,1593539700,
2023-09-14,GOTO.JK,88.0,,1489175200,
2023-09-15,GOTO.JK,92.0,,3597333200,
2023-09-18,GOTO.JK,92.0,,1348133400,
2023-09-19,GOTO.JK,90.0,,550038500,
2023-09-20,GOTO.JK,90.0,,1687125100,
2023-09-21,GOTO.JK,88.0,,1530818800,
2023-09-22,GOTO.JK,87.0,,1058373800,
2023-09-25,GOTO.JK,87.0,,1603642100,
2023-09-26,GOTO.JK,87.0,,5154826100,
2023-09-27,GOTO.JK,86.0,,2659270500,
2023-09-29,GOTO.JK,85.0,,2859965800,
2023-10-02,GOTO.JK,85.0,,986519300,
2023-10-03,GOTO.JK,83.0,,2448384100,
2023-10-04,GOTO.JK,82.0,,3138177300,
2023-10-05,GOTO.JK,84.0,,2428232100,
2023-10-06,GOTO.JK,84.0,,1962597700,
2023-10-09,GOTO.JK,83.0,,1248266200,
2023-10-10,GOTO.JK,82.0,,933401300,
2023-10-11,GOTO.JK,79.0,,4908844300,
2023-10-12,GOTO.JK,73.0,,7212174800,
2023-10-13,GOTO.JK,67.0,,8916016400,
2023-10-16,GOTO.JK,66.0,,18896754400,
2023-10-17,GOTO.JK,65.0,,5588281300,
2023-10-18,GOTO.JK,63.0,,3065112200,
2023-10-19,GOTO.JK,64.0,,3617021300,
2023-10-20,GOTO.JK,60.0,,5213928100,
2023-10-23,GOTO.JK,63.0,,4144242600,
2023-10-24,GOTO.JK,63.0,,2156764800,
2023-10-25,GOTO.JK,60.0,,2333212100,
2023-10-26,GOTO.JK,57.0,,4355604000,
2023-10-27,GOTO.JK,56.0,,4221228800,
2023-10-30,GOTO.JK,56.0,,3227537700,
2023-10-31,GOTO.JK,60.0,,6189908200,
2023-11-01,GOTO.JK,62.0,,5268048300,
2023-11-02,GOTO.JK,71.0,,9289070300,
2023-11-03,GOTO.JK,70.0,,12357064800,
2023-11-06,GOTO.JK,76.0,,11609322800,
2023-11-07,GOTO.JK,77.0,,4504171300,
2023-11-08,GOTO.JK,76.0,,3477038100,
2023-11-09,GOTO.JK,75.0,,1518268000,
2023-11-10,GOTO.JK,76.0,,3357085400,
2023-11-13,GOTO.JK,79.0,,9298881400,
2023-11-14,GOTO.JK,81.0,,5498986700,
2023-11-15,GOTO.JK,86.0,,6644867700,
2023-11-16,GOTO.JK,86.0,,2298431700,
2023-11-17,GOTO.JK,84.0,,2981278100,
2023-11-20,GOTO.JK,89.0,,4394326900,
2023-11-21,GOTO.JK,88.0,,5198685700,
2023-11-22,GOTO.JK,84.0,,6607513200,
2023-11-23,GOTO.JK,94.0,,9123547000,
2023-11-24,GOTO.JK,94.0,,4614062100,
2023-11-27,GOTO.JK,95.0,,1908160100,
2023-11-28,GOTO.JK,91.0,,3143885400,
2023-11-29,GOTO.JK,94.0,,3080840600,
2023-11-30,GOTO.JK,97.0,,7385280200,
2023-12-01,GOTO.JK,109.0,,13428030100,
2023-12-04,GOTO.JK,100.0,,16585726300,
2023-12-05,GOTO.JK,101.0,,17958163300,
2023-12-06,GOTO.JK,92.0,,12740767300,
2023-12-07,GOTO.JK,95.0,,10304424500,
2023-12-08,GOTO.JK,108.0,,13024490900,
2023-12-11,GOTO.JK,86.0,,34077962600,
2023-12-12,GOTO.JK,94.0,,11639048100,
2023-12-13,GOTO.JK,89.0,,6156560000,
2023-12-14,GOTO.JK,94.0,,8677211700,
2023-12-15,GOTO.JK,93.0,,3854647300,
2023-12-18,GOTO.JK,86.0,,10422864500,
2023-12-19,GOTO.JK,87.0,,4229529900,
2023-12-20,GOTO.JK,88.0,,1556573400,
2023-12-21,GOTO.JK,88.0,,1534795200,
2023-12-22,GOTO.JK,86.0,,1601574600,
2023-12-27,GOTO.JK,85.0,,1346276400,
2023-12-28,GOTO.JK,85.0,,1587004900,
2023-12-29,GOTO.JK,86.0,,1346337600,
2024-01-02,GOTO.JK,87.0,,1033123000,
2024-01-03,GOTO.JK,88.0,,1522845800,
2024-01-04,GOTO.JK,87.0,,1260270300,
2024-01-05,GOTO.JK,86.0,,902294200,
2024-01-08,GOTO.JK,86.0,,1071109200,
2024-01-09,GOTO.JK,88.0,,2274055400,
2024-01-10,GOTO.JK,87.0,,1044012100,
2024-01-11,GOTO.JK,91.0,,4061289200,
2024-01-12,GOTO.JK,91.0,,2888649600,
2024-01-15,GOTO.JK,91.0,,0,
2024-01-16,GOTO.JK,90.0,,1673821700,
2024-01-17,GOTO.JK,87.0,,8685343600,
2024-01-18,GOTO.JK,87.0,,2358522500,
2024-01-19,GOTO.JK,86.0,,1688760800,
2024-01-22,GOTO.JK,87.0,,1280204300,
2024-01-23,GOTO.JK,85.0,,1205633700,
2024-01-24,GOTO.JK,84.0,,1836423500,
2024-01-25,GOTO.JK,84.0,,2211926800,
2024-01-26,GOTO.JK,82.0,,2392268900,
2024-01-29,GOTO.JK,78.0,,6171480200,
2024-01-30,GOTO.JK,87.0,,6031069200,
2024-01-31,GOTO.JK,88.0,,4262985100,
2024-02-01,GOTO.JK,90.0,,5426951900,
2024-02-02,GOTO.JK,90.0,,1905803800,
2024-02-05,GOTO.JK,84.0,,3604246900,
2024-02-06,GOTO.JK,84.0,,3995533800,
2024-02-07,GOTO.JK,84.0,,1405159400,
2024-02-12,GOTO.JK,86.0,,5204585300,
2024-02-13,GOTO.JK,86.0,,1682117100,
2024-02-15,GOTO.JK,85.0,,3065918100,
2024-02-16,GOTO.JK,83.0,,2159032500,
2024-02-19,GOTO.JK,84.0,,3548941500,
2024-02-20,GOTO.JK,83.0,,1983019100,
2024-02-21,GOTO.JK,80.0,,3151288700,
2024-02-22,GOTO.JK,79.0,,1520811700,
2024-02-23,GOTO.JK,79.0,,2076412600,
2024-02-26,GOTO.JK,78.0,,1035227600,
2024-02-27,GOTO.JK,80.0,,4767376600,
2024-02-28,GOTO.JK,75.0,,7850270400,
2024-02-29,GOTO.JK,71.0,,7046461300,
2024-03-01,GOTO.JK,69.0,,2513433500,
2024-03-04,GOTO.JK,64.0,,5851813700,
2024-03-05,GOTO.JK,63.0,,2393361600,
2024-03-06,GOTO.JK,74.0,,7056190100,
2024-03-07,GOTO.JK,70.0,,6569707300,
2024-03-08,GOTO.JK,70.0,,1759717600,
2024-03-13,GOTO.JK,67.0,,1995358600,
2024-03-14,GOTO.JK,70.0,,2693907300,
2024-03-15,GOTO.JK,71.0,,11303727700,
2024-03-18,GOTO.JK,73.0,,4905864000,
2024-03-19,GOTO.JK,72.0,,3124615500,
2024-03-20,GOTO.JK,65.0,,5974342400,
2024-03-21,GOTO.JK,67.0,,2407379900,
2024-03-22,GOTO.JK,68.0,,1404851500,
2024-03-25,GOTO.JK,68.0,,0,
2024-03-26,GOTO.JK,68.0,,0,
2024-03-27,GOTO.JK,66.0,,1824211100,
2024-03-28,GOTO.JK,69.0,,1875306700,
2024-04-01,GOTO.JK,68.0,,1275456800,
2024-04-02,GOTO.JK,70.0,,2224757900,
2024-04-03,GOTO.JK,68.0,,1190322400,
2024-04-04,GOTO.JK,69.0,,1093429800,
2024-04-05,GOTO.JK,68.0,,1149877400,
2024-04-16,GOTO.JK,65.0,,3869433700,
2024-04-17,GOTO.JK,62.0,,2984317500,
2024-04-18,GOTO.JK,62.0,,1902357100,
2024-04-19,GOTO.JK,59.0,,3167130600,
2024-04-22,GOTO.JK,59.0,,1962140100,
2024-04-23,GOTO.JK,61.0,,3051562600,
2024-04-24,GOTO.JK,64.0,,2611959200,
2024-04-25,GOTO.JK,62.0,,1395079800,
2024-04-26,GOTO.JK,61.0,,1793162200,
2024-04-29,GOTO.JK,63.0,,2183315600,
2024-04-30,GOTO.JK,63.0,,2530850000,
2024-05-02,GOTO.JK,63.0,,1609394400,
2024-05-03,GOTO.JK,66.0,,4524284200,
2024-05-06,GOTO.JK,69.0,,4215661500,
2024-05-07,GOTO.JK,65.0,,2250633100,
2024-05-08,GOTO.JK,67.0,,1821308400,
2024-05-13,GOTO.JK,67.0,,2011559400,
2024-05-14,GOTO.JK,65.0,,1286399300,
2024-05-15,GOTO.JK,66.0,,1437856700,
2024-05-16,GOTO.JK,66.0,,2169049600,
2024-05-17,GOTO.JK,66.0,,4139900700,
2024-05-20,GOTO.JK,65.0,,2106424900,
2024-05-21,GOTO.JK,64.0,,1189219500,
2024-05-22,GOTO.JK,66.0,,2527051500,
2024-05-27,GOTO.JK,70.0,,6008134500,
2024-05-28,GOTO.JK,74.0,,4578295900,
2024-05-29,GOTO.JK,71.0,,2986520500,
2024-05-30,GOTO.JK,67.0,,4459371700,
2024-05-31,GOTO.JK,65.0,,8579592100,
2024-06-03,GOTO.JK,64.0,,2819780100,
2024-06-04,GOTO.JK,61.0,,3897345000,
2024-06-05,GOTO.JK,59.0,,2941421600,
2024-06-06,GOTO.JK,60.0,,3653448500,
2024-06-07,GOTO.JK,58.0,,2112800200,
2024-06-10,GOTO.JK,56.0,,12293676100,
2024-06-11,GOTO.JK,53.0,,5391123100,
2024-06-12,GOTO.JK,52.0,,4916057200,
2024-06-13,GOTO.JK,52.0,,6275740200,
2024-06-14,GOTO.JK,52.0,,3781341000,
2024-06-19,GOTO.JK,50.0,,9357880800,
2024-06-20,GOTO.JK,50.0,,3692944100,
2024-06-21,GOTO.JK,50.0,,8090430900,
2024-06-24,GOTO.JK,51.0,,1898379900,
2024-06-25,GOTO.JK,50.0,,2216509800,
2024-06-26,GOTO.JK,50.0,,1958237500,
2024-06-27,GOTO.JK,50.0,,866920300,
2024-06-28,GOTO.JK,50.0,,1042748000,
2024-07-01,GOTO.JK,50.0,,452005800,
2024-07-02,GOTO.JK,50.0,,294810200,
2024-07-03,GOTO.JK,50.0,,534537400,
2024-07-04,GOTO.JK,50.0,,491141700,
2024-07-05,GOTO.JK,50.0,,303612500,
2024-07-08,GOTO.JK,50.0,,520213800,
2024-07-09,GOTO.JK,50.0,,336028000,
2024-07-10,GOTO.JK,50.0,,7937139200,
2024-07-11,GOTO.JK,50.0,,1466174900,
2024-07-12,GOTO.JK,50.0,,146512300,
2024-07-15,GOTO.JK,50.0,,374983200,
2024-07-16,GOTO.JK,50.0,,119356200,
2024-07-17,GOTO.JK,51.0,,9198716900,
