source_sheet,source_table,source_row,indicator_id,indicator_label,unit,year,month,period,value_as_published,source_file
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2010,6,2010-06,47.774075,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2010,7,2010-07,48.472342000000005,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2010,8,2010-08,50.001194999999996,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2010,9,2010-09,50.675239,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2010,10,2010-10,50.862589,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2010,11,2010-11,51.818393,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2010,12,2010-12,51.639165,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2011,1,2011-01,53.785161,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2011,2,2011-02,54.452739,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2011,3,2011-03,55.655716,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2011,4,2011-04,56.333597000000005,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2011,5,2011-05,57.239473,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2011,6,2011-06,58.326268,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2011,7,2011-07,58.195742,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2011,8,2011-08,59.490361,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2011,9,2011-09,59.864379,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2011,10,2011-10,60.812379,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2011,11,2011-11,9.3492528,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2011,12,2011-12,63.385310000000004,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2012,1,2012-01,63.667477999999996,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2012,2,2012-02,64.63545,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2012,3,2012-03,65.865604,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2012,4,2012-04,67.01596500000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2012,5,2012-05,68.241969,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2012,6,2012-06,69.485564,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2012,7,2012-07,71.396341,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2012,8,2012-08,72.589955,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2012,9,2012-09,74.257512,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2012,10,2012-10,75.23492229556575,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2012,11,2012-11,76.98865833176578,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2012,12,2012-12,77.752552,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2013,1,2013-01,78.770278,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2013,2,2013-02,79.693066,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2013,3,2013-03,80.554627,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2013,4,2013-04,81.09535000000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2013,5,2013-05,82.381147,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2013,6,2013-06,83.007126,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2013,7,2013-07,84.362741,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2013,8,2013-08,84.946271,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2013,9,2013-09,85.22169699999999,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2013,10,2013-10,87.00197899999999,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2013,11,2013-11,88.396312,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2013,12,2013-12,89.462289,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2014,1,2014-01,90.595829,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2014,2,2014-02,91.636043,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2014,3,2014-03,87.018594,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2014,4,2014-04,87.906273,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2014,5,2014-05,90.640344,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2014,6,2014-06,93.655977,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2014,7,2014-07,96.56836799999999,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2014,8,2014-08,99.892455,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2014,9,2014-09,101.03670799999999,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2014,10,2014-10,103.23491899999999,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2014,11,2014-11,104.31190099999999,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2014,12,2014-12,105.828204,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2015,1,2015-01,107.219064,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2015,2,2015-02,108.635313,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2015,3,2015-03,109.854595,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2015,4,2015-04,111.079234,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2015,5,2015-05,110.89165700000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2015,6,2015-06,112.2952,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2015,7,2015-07,114.043182,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2015,8,2015-08,114.876732,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2015,9,2015-09,117.03381200000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2015,10,2015-10,118.07950399999999,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2015,11,2015-11,119.41971000000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2015,12,2015-12,120.279206,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2016,1,2016-01,121.036802,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2016,2,2016-02,122.460742,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2016,3,2016-03,123.892739,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2016,4,2016-04,125.574581,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2016,5,2016-05,127.01434,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2016,6,2016-06,126.63525800000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2016,7,2016-07,127.38060300000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2016,8,2016-08,128.603705,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2016,9,2016-09,130.94808799999998,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2016,10,2016-10,132.699273,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2016,11,2016-11,135.064188,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2016,12,2016-12,136.14835,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2017,1,2017-01,138.223161,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2017,2,2017-02,138.792395,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2017,3,2017-03,142.36306,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2017,4,2017-04,142.793001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2017,5,2017-05,145.447205,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2017,6,2017-06,148.500904,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2017,7,2017-07,151.473713,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2017,8,2017-08,154.899382,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2017,9,2017-09,157.49184300000002,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2017,10,2017-10,160.825163,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2017,11,2017-11,162.693613,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2017,12,2017-12,164.478449,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2018,1,2018-01,167.32479,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2018,2,2018-02,170.033039,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2018,3,2018-03,172.747122,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2018,4,2018-04,175.221135,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2018,5,2018-05,180.136375,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2018,6,2018-06,165.156459,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2018,7,2018-07,167.51273,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2018,8,2018-08,161.52299499999998,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2018,9,2018-09,163.425652,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2018,10,2018-10,160.21502900000002,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2018,11,2018-11,159.39525,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2018,12,2018-12,161.329105,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2019,1,2019-01,163.22696299999998,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2019,2,2019-02,163.855019,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2019,3,2019-03,166.094339,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2019,4,2019-04,167.9361,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2019,5,2019-05,170.715329,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2019,6,2019-06,172.505677,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2019,7,2019-07,175.399034,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2019,8,2019-08,177.836971,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2019,9,2019-09,179.382941,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2019,10,2019-10,181.482506,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2019,11,2019-11,183.762464,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2019,12,2019-12,183.42534999999998,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2020,1,2020-01,185.292594,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2020,2,2020-02,186.573803,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2020,3,2020-03,189.430692,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2020,4,2020-04,192.743493,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2020,5,2020-05,195.515805,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2020,6,2020-06,197.710472,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2020,7,2020-07,200.011629,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2020,8,2020-08,202.108613,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2020,9,2020-09,205.241821,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2020,10,2020-10,208.23127200000002,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2020,11,2020-11,213.40917100000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2020,12,2020-12,213.607269,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2021,1,2021-01,216.508142,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2021,2,2021-02,217.953813,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2021,3,2021-03,220.477788,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2021,4,2021-04,220.750454,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2021,5,2021-05,221.898041,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2021,6,2021-06,213.990705,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2021,7,2021-07,213.370342,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2021,8,2021-08,216.494757,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2021,9,2021-09,217.447943,SPIP-Desember-2025.xlsx
