record_id,platform,segment_scope,period,year,frequency,geography_scope,directness_class,sample_family,transaction_value,revenue_value,currency,unit_scale,transaction_revenue_gap,monetization_rate,transaction_to_revenue_ratio,gap_to_revenue_ratio,admission_status,structural_break,source_dataset
OBS-0011,Blibli/GDN,3P Retail,2022Q4,2022.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,12776.0,41.0,IDR,billion,12735.0,0.0032091421415153414,311.609756097561,310.609756097561,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0012,Blibli/GDN,Institutions,2022Q4,2022.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,4338.0,1430.0,IDR,billion,2908.0,0.3296449976947902,3.0335664335664334,2.0335664335664334,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0013,Blibli/GDN,Physical Stores,2022Q4,2022.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,1055.0,939.0,IDR,billion,116.0,0.8900473933649289,1.123535676251331,0.1235356762513311,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0014,Blibli/GDN,Group,2022Q4,2022.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,20800.0,4746.0,IDR,billion,16054.0,0.22817307692307692,4.382638010956595,3.3826380109565948,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0015,Blibli/GDN,1P Retail,2021Q4,2021.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,2612.0,2329.0,IDR,billion,283.0,0.8916539050535988,1.1215113782739372,0.12151137827393721,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0017,Blibli/GDN,Institutions,2021Q4,2021.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,3313.0,405.0,IDR,billion,2908.0,0.12224569876245095,8.180246913580246,7.1802469135802465,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0018,Blibli/GDN,Physical Stores,2021Q4,2021.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,898.0,814.0,IDR,billion,84.0,0.9064587973273942,1.1031941031941033,0.10319410319410327,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0019,Blibli/GDN,Group,2021Q4,2021.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,12595.0,3548.0,IDR,billion,9047.0,0.2816990869392616,3.5498872604284104,2.5498872604284104,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0020,Blibli/GDN,1P Retail,2022FY,2022.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,9940.0,8902.0,IDR,billion,1038.0,0.8955734406438631,1.116603010559425,0.1166030105594249,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0021,Blibli/GDN,3P Retail,2022FY,2022.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,37050.0,199.0,IDR,billion,36851.0,0.005371120107962213,186.18090452261308,185.18090452261308,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0022,Blibli/GDN,Institutions,2022FY,2022.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,10433.0,2615.0,IDR,billion,7818.0,0.2506469855266941,3.9896749521988526,2.9896749521988526,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0023,Blibli/GDN,Physical Stores,2022FY,2022.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,3973.0,3553.0,IDR,billion,420.0,0.894286433425623,1.1182099634112017,0.11820996341120171,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0024,Blibli/GDN,Group,2022FY,2022.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,61396.0,15269.0,IDR,billion,46127.0,0.2486969835168415,4.020957495579278,3.020957495579278,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0025,Blibli/GDN,1P Retail,2021FY,2021.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,7515.0,6741.0,IDR,billion,774.0,0.8970059880239521,1.1148197596795728,0.11481975967957281,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0026,Blibli/GDN,3P Retail,2021FY,2021.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,15746.0,122.0,IDR,billion,15624.0,0.0077479994919344595,129.0655737704918,128.0655737704918,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0027,Blibli/GDN,Institutions,2021FY,2021.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,8154.0,1102.0,IDR,billion,7052.0,0.13514839342653912,7.399274047186933,6.399274047186933,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0028,Blibli/GDN,Physical Stores,2021FY,2021.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,988.0,892.0,IDR,billion,96.0,0.902834008097166,1.1076233183856503,0.10762331838565031,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0029,Blibli/GDN,Group,2021FY,2021.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,32403.0,8858.0,IDR,billion,23545.0,0.2733697497145326,3.658049221043125,2.658049221043125,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0035,Blibli/GDN,1P Retail,2023Q4,2023.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,1142.0,956.0,IDR,billion,186.0,0.8371278458844134,1.1945606694560669,0.19456066945606687,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0036,Blibli/GDN,3P Retail,2023Q4,2023.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,11965.0,279.0,IDR,billion,11686.0,0.023318010865022984,42.88530465949821,41.88530465949821,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0037,Blibli/GDN,Institutions,2023Q4,2023.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,3120.0,898.0,IDR,billion,2222.0,0.2878205128205128,3.4743875278396437,2.4743875278396437,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0038,Blibli/GDN,Physical Stores,2023Q4,2023.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,1281.0,1122.0,IDR,billion,159.0,0.8758782201405152,1.141711229946524,0.14171122994652396,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0039,Blibli/GDN,Group,2023Q4,2023.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,17508.0,3255.0,IDR,billion,14253.0,0.1859150102810144,5.378801843317972,4.378801843317972,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0045,Blibli/GDN,1P Retail,2023FY,2023.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,7385.0,6386.0,IDR,billion,999.0,0.8647257955314828,1.1564359536486064,0.1564359536486064,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0046,Blibli/GDN,3P Retail,2023FY,2023.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,49912.0,1125.0,IDR,billion,48787.0,0.022539669818881232,44.36622222222222,43.36622222222222,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0047,Blibli/GDN,Institutions,2023FY,2023.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,10066.0,3008.0,IDR,billion,7058.0,0.29882773693622094,3.346409574468085,2.346409574468085,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0048,Blibli/GDN,Physical Stores,2023FY,2023.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,4773.0,4199.0,IDR,billion,574.0,0.8797402053216007,1.136699214098595,0.13669921409859498,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0049,Blibli/GDN,Group,2023FY,2023.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,72136.0,14718.0,IDR,billion,57418.0,0.2040312742597316,4.901209403451556,3.9012094034515563,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0050,Blibli/GDN,1P Retail,2025Q4,2025.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,1791.0,1344.0,IDR,billion,447.0,0.7504187604690117,1.3325892857142858,0.3325892857142858,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0051,Blibli/GDN,3P Retail,2025Q4,2025.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,13023.0,449.0,IDR,billion,12574.0,0.03447746295016509,29.00445434298441,28.00445434298441,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0052,Blibli/GDN,Institutions,2025Q4,2025.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,5335.0,3130.0,IDR,billion,2205.0,0.5866916588566073,1.7044728434504792,0.7044728434504792,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0053,Blibli/GDN,Physical Stores,2025Q4,2025.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,2554.0,2199.0,IDR,billion,355.0,0.8610023492560689,1.16143701682583,0.1614370168258299,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0054,Blibli/GDN,Group,2025Q4,2025.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,22703.0,7122.0,IDR,billion,15581.0,0.3137030348412104,3.187728166245437,2.187728166245437,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0055,Blibli/GDN,1P Retail,2024Q4,2024.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,1423.0,1122.0,IDR,billion,301.0,0.7884750527055516,1.268270944741533,0.268270944741533,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0056,Blibli/GDN,3P Retail,2024Q4,2024.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,14630.0,424.0,IDR,billion,14206.0,0.028981544771018455,34.50471698113208,33.50471698113208,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0057,Blibli/GDN,Institutions,2024Q4,2024.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,3341.0,1635.0,IDR,billion,1706.0,0.4893744387907812,2.0434250764525994,1.0434250764525994,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0058,Blibli/GDN,Physical Stores,2024Q4,2024.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,1650.0,1403.0,IDR,billion,247.0,0.8503030303030303,1.1760513186029935,0.1760513186029935,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0059,Blibli/GDN,Group,2024Q4,2024.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,21044.0,4584.0,IDR,billion,16460.0,0.217829310017107,4.5907504363001745,3.5907504363001745,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0060,Blibli/GDN,1P Retail,2025FY,2025.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,6413.0,4829.0,IDR,billion,1584.0,0.7530017152658662,1.328018223234624,0.32801822323462404,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0061,Blibli/GDN,3P Retail,2025FY,2025.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,53187.0,1551.0,IDR,billion,51636.0,0.02916126121044616,34.29206963249516,33.29206963249516,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0062,Blibli/GDN,Institutions,2025FY,2025.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,15291.0,8955.0,IDR,billion,6336.0,0.5856386109476163,1.707537688442211,0.7075376884422111,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0063,Blibli/GDN,Physical Stores,2025FY,2025.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,8425.0,7026.0,IDR,billion,1399.0,0.8339465875370919,1.19911756333618,0.19911756333617991,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0064,Blibli/GDN,Group,2025FY,2025.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,83316.0,22361.0,IDR,billion,60955.0,0.26838782466753086,3.7259514332990475,2.7259514332990475,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0065,Blibli/GDN,1P Retail,2024FY,2024.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,5301.0,4269.0,IDR,billion,1032.0,0.8053197509903792,1.2417427969079409,0.24174279690794087,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0066,Blibli/GDN,3P Retail,2024FY,2024.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,54210.0,1384.0,IDR,billion,52826.0,0.025530344954805387,39.16907514450867,38.16907514450867,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0067,Blibli/GDN,Institutions,2024FY,2024.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,11649.0,5671.0,IDR,billion,5978.0,0.48682290325349814,2.0541350731793333,1.0541350731793333,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0068,Blibli/GDN,Physical Stores,2024FY,2024.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,6250.0,5392.0,IDR,billion,858.0,0.86272,1.1591246290801187,0.1591246290801187,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0069,Blibli/GDN,Group,2024FY,2024.0,annual,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,77410.0,16716.0,IDR,billion,60694.0,0.2159410928820566,4.630892558028236,3.6308925580282363,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0080,Blibli/GDN,1P Retail,2023Q3,2023.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,1745.0,1503.0,IDR,billion,242.0,0.8613180515759312,1.1610113107119095,0.16101131071190955,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0081,Blibli/GDN,3P Retail,2023Q3,2023.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,12141.0,279.0,IDR,billion,11862.0,0.022979985174203115,43.516129032258064,42.516129032258064,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0082,Blibli/GDN,Institutions,2023Q3,2023.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,2793.0,889.0,IDR,billion,1904.0,0.3182957393483709,3.141732283464567,2.141732283464567,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0083,Blibli/GDN,Physical Stores,2023Q3,2023.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,1165.0,1016.0,IDR,billion,149.0,0.8721030042918455,1.1466535433070866,0.14665354330708658,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0084,Blibli/GDN,Group,2023Q3,2023.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,17845.0,3687.0,IDR,billion,14158.0,0.20661249649761837,4.839978302142663,3.8399783021426632,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0085,Blibli/GDN,1P Retail,2022Q3,2022.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,2697.0,2408.0,IDR,billion,289.0,0.89284390063033,1.120016611295681,0.12001661129568109,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0086,Blibli/GDN,3P Retail,2022Q3,2022.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,10045.0,87.0,IDR,billion,9958.0,0.008661025385764062,115.45977011494253,114.45977011494253,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0087,Blibli/GDN,Institutions,2022Q3,2022.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,2741.0,455.0,IDR,billion,2286.0,0.1659978110178767,6.024175824175824,5.024175824175824,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0088,Blibli/GDN,Physical Stores,2022Q3,2022.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,968.0,862.0,IDR,billion,106.0,0.890495867768595,1.122969837587007,0.12296983758700697,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0089,Blibli/GDN,Group,2022Q3,2022.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,16451.0,3812.0,IDR,billion,12639.0,0.23171843656920552,4.315582371458552,3.315582371458552,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0090,Blibli/GDN,1P Retail,2023M9,2023.0,cumulative_9m,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,6242.0,5430.0,IDR,billion,812.0,0.8699134892662608,1.1495395948434624,0.14953959484346235,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0091,Blibli/GDN,3P Retail,2023M9,2023.0,cumulative_9m,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,37948.0,845.0,IDR,billion,37103.0,0.02226731316538421,44.90887573964497,43.90887573964497,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0092,Blibli/GDN,Institutions,2023M9,2023.0,cumulative_9m,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,6941.0,2110.0,IDR,billion,4831.0,0.3039907794265956,3.2895734597156396,2.2895734597156396,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0093,Blibli/GDN,Physical Stores,2023M9,2023.0,cumulative_9m,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,3493.0,3077.0,IDR,billion,416.0,0.8809046664758088,1.1351966200844978,0.13519662008449784,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0094,Blibli/GDN,Group,2023M9,2023.0,cumulative_9m,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,54624.0,11462.0,IDR,billion,43162.0,0.20983450497949618,4.76566044320363,3.76566044320363,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0095,Blibli/GDN,1P Retail,2022M9,2022.0,cumulative_9m,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,7310.0,6567.0,IDR,billion,743.0,0.8983584131326949,1.113141464900259,0.11314146490025889,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0096,Blibli/GDN,3P Retail,2022M9,2022.0,cumulative_9m,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,24274.0,157.0,IDR,billion,24117.0,0.006467825657081651,154.61146496815286,153.61146496815286,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0097,Blibli/GDN,Institutions,2022M9,2022.0,cumulative_9m,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,6095.0,1185.0,IDR,billion,4910.0,0.1944216570959803,5.143459915611814,4.143459915611814,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0098,Blibli/GDN,Physical Stores,2022M9,2022.0,cumulative_9m,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,2918.0,2614.0,IDR,billion,304.0,0.8958190541466758,1.1162968630451415,0.11629686304514153,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0099,Blibli/GDN,Group,2022M9,2022.0,cumulative_9m,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_reported_source_universe,40597.0,10523.0,IDR,billion,30074.0,0.2592063452964505,3.857930248028129,2.857930248028129,candidate_pending_geography_and_scope,,data/longitudinal/blibli_reported_pairs_all_vintages.csv
OBS-0105,Blibli/GDN,1P Retail,2023Q1,2023.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,2399.0,2094.0,IDR,billion,305.0,0.8728636932055023,1.1456542502387774,0.14565425023877743,candidate_pending_geography_and_scope,,data/longitudinal/blibli_q1_2023_corrected_extract.csv
OBS-0106,Blibli/GDN,3P Retail,2023Q1,2023.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,13316.0,275.0,IDR,billion,13041.0,0.020651847401622108,48.42181818181818,47.42181818181818,candidate_pending_geography_and_scope,,data/longitudinal/blibli_q1_2023_corrected_extract.csv
OBS-0107,Blibli/GDN,Institutions,2023Q1,2023.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,1074.0,461.0,IDR,billion,613.0,0.4292364990689013,2.3297180043383947,1.3297180043383947,candidate_pending_geography_and_scope,,data/longitudinal/blibli_q1_2023_corrected_extract.csv
OBS-0108,Blibli/GDN,Physical Stores,2023Q1,2023.0,quarter,issuer/segment scope; geography under review,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,1126.0,1000.0,IDR,billion,126.0,0.8880994671403197,1.126,0.1259999999999999,candidate_pending_geography_and_scope,,data/longitudinal/blibli_q1_2023_corrected_extract.csv
